"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/hashtags/2/indices/0","entities/hashtags/2/indices/1","entities/hashtags/2/text","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_media_availability/status","entities/media/0/features/large/faces/0/h","entities/media/0/features/large/faces/0/w","entities/media/0/features/large/faces/0/x","entities/media/0/features/large/faces/0/y","entities/media/0/features/large/faces/1/h","entities/media/0/features/large/faces/1/w","entities/media/0/features/large/faces/1/x","entities/media/0/features/large/faces/1/y","entities/media/0/features/medium/faces/0/h","entities/media/0/features/medium/faces/0/w","entities/media/0/features/medium/faces/0/x","entities/media/0/features/medium/faces/0/y","entities/media/0/features/medium/faces/1/h","entities/media/0/features/medium/faces/1/w","entities/media/0/features/medium/faces/1/x","entities/media/0/features/medium/faces/1/y","entities/media/0/features/orig/faces/0/h","entities/media/0/features/orig/faces/0/w","entities/media/0/features/orig/faces/0/x","entities/media/0/features/orig/faces/0/y","entities/media/0/features/orig/faces/1/h","entities/media/0/features/orig/faces/1/w","entities/media/0/features/orig/faces/1/x","entities/media/0/features/orig/faces/1/y","entities/media/0/features/small/faces/0/h","entities/media/0/features/small/faces/0/w","entities/media/0/features/small/faces/0/x","entities/media/0/features/small/faces/0/y","entities/media/0/features/small/faces/1/h","entities/media/0/features/small/faces/1/w","entities/media/0/features/small/faces/1/x","entities/media/0/features/small/faces/1/y","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/media/0/video_info/aspect_ratio/0","entities/media/0/video_info/aspect_ratio/1","entities/media/0/video_info/variants/0/bitrate","entities/media/0/video_info/variants/0/content_type","entities/media/0/video_info/variants/0/url","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","entities/user_mentions/2/id_str","entities/user_mentions/2/indices/0","entities/user_mentions/2/indices/1","entities/user_mentions/2/name","entities/user_mentions/2/screen_name","entities/user_mentions/3/id_str","entities/user_mentions/3/indices/0","entities/user_mentions/3/indices/1","entities/user_mentions/3/name","entities/user_mentions/3/screen_name","entities/user_mentions/4/id_str","entities/user_mentions/4/indices/0","entities/user_mentions/4/indices/1","entities/user_mentions/4/name","entities/user_mentions/4/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","media/video/0/aspect_ratio/0","media/video/0/aspect_ratio/1","media/video/0/duration","media/video/0/id","media/video/0/media_url_https","media/video/0/original_info/height","media/video/0/original_info/width","media/video/0/variants/0/bitrate","media/video/0/variants/0/content_type","media/video/0/variants/0/url","place/country","place/country_code","place/full_name","place/more_data_url","place/name","place/place_type","quotes","replies","retweets","status","text","views"
"false","false","Dist. Prof. Univ. Colorado. #HighlyCited2025, Fellow AAAR & AGU. https://t.co/bba7YQLccv https://t.co/KutdZGqwmb Aerosols, pollution #EndFossilFuels #COVIDisAirborne","https://pbs.twimg.com/profile_images/1281677647819403264/pkDyZeHT_normal.jpg","Prof. Jose-Luis Jimenez","56768709","jljcolorado","94141","0","1469711581353230338","Sat Dec 11 19:01:57 +0000 2021","https://t.co/Td8p2DCJvF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x.com/jljcolorado/st…","https://x.com/jljcolorado/status/1469370415466401793?t=MGplmehbEr0Iw8DK01iGSg&s=19","8","31","https://t.co/Td8p2DCJvF","146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1469744281497841664","qme","4",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/Td8p2DCJvF",
"false","false","","https://pbs.twimg.com/profile_images/1465819158348812298/GnbLa4lQ_normal.jpg","merryfull","1344469337781006336","merryfull1","34","0","1469711581353230338","Sat Dec 11 18:52:52 +0000 2021","Besides vaccination, how can you help ppl get and BE healthy? How about using this platform to encourage ppl to eat less fried food, take vitamins, go for a walk in the sun, etc...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1469741995820081157","en","41",,,,,,,,,,,,,,,,,,,"0","7","0","active","@CDCgov Besides vaccination, how can you help ppl get and BE healthy? How about using this platform to encourage ppl to eat less fried food, take vitamins, go for a walk in the sun, etc...",
"false","false","Husband, Machinist, & Cleveland sports fan. Sometimes life is just that simple.","https://pbs.twimg.com/profile_images/721819198603833344/G7qoNqyA_normal.jpg","Redstorm216","370154028","Redstorm216","25","0","1469711581353230338","Sat Dec 11 16:54:26 +0000 2021","How do they know which variant is where. I just done battling covid. But when I ask the doctor what variant I had he had no clue. I'm just curious how they figure that part out",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1469712190601142273","en","27",,,,,,,,,,,,,,,,,,,"0","9","0","active","@CDCgov How do they know which variant is where. I just done battling covid. But when I ask the doctor what variant I had he had no clue. I'm just curious how they figure that part out",
"false","false","If masks work....why did so many people have to die alone?
Anti-Communist   
There are only TWO genders","https://pbs.twimg.com/profile_images/1931141807565361152/CztvQ4xc_normal.jpg","Joe M.","165738200","gators960608","76","0","1469711581353230338","Sat Dec 11 17:00:41 +0000 2021","79% of Omicron cases are fully vaccinated per CDC.....🤣🤣",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1469713763754467333","en","21",,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov 79% of Omicron cases are fully vaccinated per CDC.....🤣🤣",
"false","false","Making the best of each day","https://pbs.twimg.com/profile_images/1438316409763815425/by726qgk_normal.jpg","Ronnies","1438314787230859266","Ronnies55356572","79","0","1469711581353230338","Sun Dec 12 01:30:21 +0000 2021","As the weather gets colder. People catch colds and flu like they have been for 1000s of years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1469842024811614212","en","17",,,,,,,,,,,,,,,,,,,"0","0","1","active","@CDCgov As the weather gets colder. People catch colds and flu like they have been for 1000s of years.",
"false","false","","https://pbs.twimg.com/profile_images/1427798884739284992/41Qo34Cg_normal.png","Carol Lewis","1427798713884311553","CarolLe20376400","5","0","1469711581353230338","Sat Dec 11 20:42:03 +0000 2021","No thanks.  Don't trust the government",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1469769469308424198","en","14",,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov No thanks.  Don't trust the government",
"false","false","Max. I have to keep changing my affiliation. Officially Independent because Trump fucked the economy in 1 day. Dems are a joke. Conceptual analytics expert.","https://pbs.twimg.com/profile_images/1337941087105769472/pP2XedQJ_normal.jpg","Dump Trump…& Banish Muslims.","1196130378681143296","Max01144337","133","0","1469711581353230338","Sat Dec 11 18:17:30 +0000 2021","Let’s save the suspense. Shortly the omicron mutation will be in every town from coast to coast. We’ve been here at least 2 times already.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1469733093833641985","en","9",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Let’s save the suspense. Shortly the omicron mutation will be in every town from coast to coast. We’ve been here at least 2 times already.",
"false","false","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Jill Causa","1464436062315769856","Changeishear","1","0","1469711581353230338","Sun Dec 12 05:22:53 +0000 2021","NOT ONE DEATH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1469900544227803138","en","5",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov NOT ONE DEATH",
"false","false","","https://pbs.twimg.com/profile_images/1433253226636140545/jSkqMbWw_normal.jpg","ocdp_drums","146986171","iwhcyouth1","33","0","1469711581353230338","Sat Dec 11 20:11:19 +0000 2021","By using this.",,,,,,,,,,"pic.x.com/eqsMiNAkrR","https://x.com/iwhcyouth1/status/1469761736408322049/photo/1","Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1469761734235676673","23","46","3_1469761734235676673","3_1469761734235676673","https://pbs.twimg.com/media/FGWkgpmUYAEkr66.jpg","516","922","0","817","922","922","0","614","1051","922","0","550","1844","922","0","153","2048","922","0","0","2048","922","2048","fit","922","1200","fit","540","680","fit","306","150","crop","150","photo","https://t.co/eqsMiNAkrR",,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1469761736408322049","en","2","1469761734235676673","https://pbs.twimg.com/media/FGWkgpmUYAEkr66.jpg",,,,,,,,,,,,,,,,,"0","2","1","active","@CDCgov By using this. https://t.co/eqsMiNAkrR",
"false","false","Lions🏈
Tigers⚾️ 
Red Wings🏒
Faith/Family/Country 🇺🇸","https://pbs.twimg.com/profile_images/2037292516886847488/XQCMG91y_normal.jpg","Lisa Reasons","359695480","LisaReasons","104","0","1469711581353230338","Sat Dec 11 16:54:51 +0000 2021","🥱🥱🥱🥱🥱",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1469712294636666880","qme","4",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov 🥱🥱🥱🥱🥱",
"false","false","Blessed and Highly Favored🛐","https://pbs.twimg.com/profile_images/1362549679481892866/KmN4YtaW_normal.jpg","Elizabeth D Taylor","1362549010716835844","ElizabethDTayl1","7","0","1469711581353230338","Sat Dec 11 18:40:02 +0000 2021","Get your head outta the sand! Or your behind will be under it!!
Choose Life!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1469738762876129282","en","3",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Get your head outta the sand! Or your behind will be under it!!
Choose Life!",
"false","false","I'm either smart because I'm always second guessing myself, or in an idiot because I don't know enough about anything to make an informed opinion. You pick.","https://pbs.twimg.com/profile_images/942797274513596418/NpSxOabJ_normal.jpg","David Buscemi","942072939016523778","killyourlogos","10","0","1469711581353230338","Sat Dec 11 18:35:31 +0000 2021","Im so torn about omicron. Early indicators suggest it's much milder, even when unvaccinated. And, we'd be safer if it was the dominant strain. But, then all these idiots that have been saying it's just like the flu will feel vindicated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1469737625753948171","en","2",,,,,,,,,,,,,,,,,,,"0","2","0","active","@CDCgov Im so torn about omicron. Early indicators suggest it's much milder, even when unvaccinated. And, we'd be safer if it was the dominant strain. But, then all these idiots that have been saying it's just like the flu will feel vindicated.",
"false","false","","https://pbs.twimg.com/profile_images/1852852220003532800/T6o2rRnP_normal.jpg","Cagney","413581659","CagJ201","31","0","1469711581353230338","Sun Dec 12 02:24:10 +0000 2021","So Bat soup cause all of this?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1469855566533120005","en","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov So Bat soup cause all of this?",
"false","false","Let's have a drink!","https://pbs.twimg.com/profile_images/1444037997758861314/pS6ybaRf_normal.png","J In Vegas","1444037640009908226","JinVegas10","4","0","1469711581353230338","Sun Dec 12 02:37:55 +0000 2021","Operation Lockstep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1469859027937112070","en","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Operation Lockstep.",
"false","false","I don't use WhatsApp I don't use telegram and I don't believe Chinese women.
democratic conservative right. be scared liberals.","https://pbs.twimg.com/profile_images/1399394771311890432/esFNZ8Ks_normal.jpg","BL Hayes","1486201897","Hayes_BL","92","0","1469711581353230338","Sun Dec 12 16:09:08 +0000 2021","i see the US is no better at travel. the virus was in SA and now it's 23 states? Quarantine rules are not working and the screening research is taking too long; all intl travelers should be screened or quarantined. @WhiteHouse @COVID19Tracking @CDCgov @BBCNews",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","1879644163769335808","223","234","The White House","WhiteHouse","1236557193752657926","235","251","The COVID Tracking Project","COVID19Tracking","146569971","252","259","CDC","CDCgov","612473","260","268","BBC News (UK)","BBCNews","1470063177329098756","en","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov i see the US is no better at travel. the virus was in SA and now it's 23 states? Quarantine rules are not working and the screening research is taking too long; all intl travelers should be screened or quarantined. @WhiteHouse @COVID19Tracking @CDCgov @BBCNews",
"false","true","Santa Cruz Mountain denizen, Moderately Old Person, MIT grad (EECS),  armchair anthropologist, lousy bowler, cat owner, dog lover.","https://pbs.twimg.com/profile_images/1702320241567846400/7o07Qeqg_normal.jpg","kate adams","2175389834","BowlsForFries","428","1","1469711581353230338","Sat Dec 11 17:05:59 +0000 2021","Look at all those ways to look at all that data. Most excellent! County-by-county results here: https://t.co/XCaLMU9Qut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tinyurl.com/mtzpyak5","https://tinyurl.com/mtzpyak5","104","127","https://t.co/XCaLMU9Qut","146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,,,,,,"1469715097094266893","en","2",,,,,,,,,,,,,"United States","US","Boulder Creek, CA","https://api.twitter.com/1.1/geo/id/1745c8216f56bf42.json","Boulder Creek","city","1","1","0","active","@CDCgov Look at all those ways to look at all that data. Most excellent! County-by-county results here: https://t.co/XCaLMU9Qut",
